item,report_date,pettah_wholesale_today,narahenpita_retail_today,import
Pineapple,2/20/2023,,350,
Apple (Imp),2/20/2023,,300,
Orange (Imp),2/20/2023,,140,
Samba,2/20/2023,208,225,
Nadu,2/20/2023,193,220,no
Kekulu (White),2/20/2023,172,190,
Kekulu (Red),2/20/2023,170,175,
Ponni Samba (Imp),2/20/2023,193,210,
Nadu,2/20/2023,178,190,no
Kekulu (White) (Imp),2/20/2023,161,180,
Kelawalla,2/20/2023,900,1780,
Thalapath,2/20/2023,1150,1900,
Balaya,2/20/2023,550,,
Paraw,2/20/2023,,1200,
Salaya,2/20/2023,320,440,
Hurulla,2/20/2023,700,,
Linna,2/20/2023,600,780,
Beans,2/17/2023,350,480,
Carrot,2/17/2023,150,240,
Cabbage,2/17/2023,40,160,
Tomato,2/17/2023,150,280,
Brinjal,2/17/2023,175,240,
Pumpkin,2/17/2023,60,140,
Snake gourd,2/17/2023,150,320,
Green Chilli,2/17/2023,200,400,
Lime,2/17/2023,100,280,
Red Onion (Local),2/17/2023,284,,
Red Onion (lmp),2/17/2023,275,480,
Big Onion (Local),2/17/2023,,,
Big Onion (Imp),2/17/2023,113,150,
Potato (Local),2/17/2023,280,360,
Potato (Imp),2/17/2023,158,180,
Dried Chilli (Imp),2/17/2023,1283,1400,
Coconut,2/17/2023,95,110,
Coconut oil,2/17/2023,657,694,
Red Dhal,2/17/2023,345,360,
Sugar,2/17/2023,215,230,
Egg,2/17/2023,43,44,
Katta,2/17/2023,1800,2500,
Sprat (Imp),2/17/2023,1000,,
Banana (Sour),2/17/2023,220,280,
Papaw,2/17/2023,180,380,
Pineapple,2/17/2023,,350,
Apple (Imp),2/17/2023,,300,
Orange (Imp),2/17/2023,,140,
Samba,2/17/2023,205,225,
Nadu,2/17/2023,188,220,no
Kekulu (White),2/17/2023,166,190,
Kekulu (Red),2/17/2023,166,175,
Ponni Samba (Imp),2/17/2023,190,210,
Nadu,2/17/2023,175,190,no
Kekulu (White) (Imp),2/17/2023,159,180,
Kelawalla,2/17/2023,900,2100,
Thalapath,2/17/2023,1200,2100,
Balaya,2/17/2023,500,800,
Paraw,2/17/2023,800,1380,
Salaya,2/17/2023,300,480,
Hurulla,2/17/2023,,900,
Linna,2/17/2023,620,690,
Beans,2/16/2023,450,480,
Carrot,2/16/2023,140,240,
Cabbage,2/16/2023,40,120,
Tomato,2/16/2023,150,280,
Brinjal,2/16/2023,140,240,
Pumpkin,2/16/2023,60,140,
Snake gourd,2/16/2023,150,320,
Green Chilli,2/16/2023,200,400,
Lime,2/16/2023,80,280,
Red Onion (Local),2/16/2023,310,,
Red Onion (lmp),2/16/2023,307,480,
Big Onion (Local),2/16/2023,,,
Big Onion (Imp),2/16/2023,119,160,
Potato (Local),2/16/2023,288,360,
Potato (Imp),2/16/2023,159,240,
Dried Chilli (Imp),2/16/2023,1267,1400,
Coconut,2/16/2023,95,110,
Coconut oil,2/16/2023,657,694,
Red Dhal,2/16/2023,345,360,
Sugar,2/16/2023,215,230,
Egg,2/16/2023,44,44,
Katta,2/16/2023,1800,2500,
Sprat (Imp),2/16/2023,1000,,
Banana (Sour),2/16/2023,220,280,
Papaw,2/16/2023,180,380,
Pineapple,2/16/2023,,350,
Apple (Imp),2/16/2023,,300,
Orange (Imp),2/16/2023,,140,
Samba,2/16/2023,205,225,
Nadu,2/16/2023,188,220,no
Kekulu (White),2/16/2023,166,195,
Kekulu (Red),2/16/2023,166,175,
Ponni Samba (Imp),2/16/2023,190,220,
Nadu,2/16/2023,175,195,no
Kekulu (White) (Imp),2/16/2023,159,185,
Kelawalla,2/16/2023,850,2100,
Thalapath,2/16/2023,1300,2100,
Balaya,2/16/2023,450,990,
Paraw,2/16/2023,800,1380,
Salaya,2/16/2023,350,480,
Hurulla,2/16/2023,650,,
Linna,2/16/2023,600,690,
Beans,2/15/2023,300,440,
Carrot,2/15/2023,100,240,
Cabbage,2/15/2023,40,120,
Tomato,2/15/2023,150,280,
Brinjal,2/15/2023,120,240,
Pumpkin,2/15/2023,60,140,
Snake gourd,2/15/2023,150,300,
Green Chilli,2/15/2023,200,400,
Lime,2/15/2023,80,300,
Red Onion (Local),2/15/2023,343,,
Red Onion (lmp),2/15/2023,310,480,
Big Onion (Local),2/15/2023,,,
Big Onion (Imp),2/15/2023,123,160,
Potato (Local),2/15/2023,293,360,
Potato (Imp),2/15/2023,165,240,
Dried Chilli (Imp),2/15/2023,1267,1400,
Coconut,2/15/2023,95,110,
Coconut oil,2/15/2023,657,694,
Red Dhal,2/15/2023,345,360,
Sugar,2/15/2023,215,230,
Egg,2/15/2023,44,44,
Katta,2/15/2023,1800,2500,
Sprat (Imp),2/15/2023,1000,,
Banana (Sour),2/15/2023,220,280,
Papaw,2/15/2023,180,320,
Pineapple,2/15/2023,,350,
Apple (Imp),2/15/2023,,300,
Orange (Imp),2/15/2023,,140,
Samba,2/15/2023,205,225,
Nadu,2/15/2023,188,220,no
Kekulu (White),2/15/2023,168,195,
Kekulu (Red),2/15/2023,166,175,
Ponni Samba (Imp),2/15/2023,190,220,
Nadu,2/15/2023,177,195,no
Kekulu (White) (Imp),2/15/2023,160,185,
Kelawalla,2/15/2023,1000,2100,
Thalapath,2/15/2023,1500,2100,
Balaya,2/15/2023,600,800,
Paraw,2/15/2023,1000,1980,
Salaya,2/15/2023,280,400,
Hurulla,2/15/2023,650,1000,
Linna,2/15/2023,500,690,
Beans,2/14/2023,350,480,
Carrot,2/14/2023,120,220,
Cabbage,2/14/2023,40,180,
Tomato,2/14/2023,200,320,
Brinjal,2/14/2023,120,240,
Pumpkin,2/14/2023,80,140,
Snake gourd,2/14/2023,150,320,
Green Chilli,2/14/2023,200,400,
Lime,2/14/2023,80,280,
Red Onion (Local),2/14/2023,350,,
Red Onion (lmp),2/14/2023,340,480,
Big Onion (Local),2/14/2023,,,
Big Onion (Imp),2/14/2023,129,160,
Potato (Local),2/14/2023,298,360,
Potato (Imp),2/14/2023,185,240,
Dried Chilli (Imp),2/14/2023,1250,1400,
Coconut,2/14/2023,98,110,
Coconut oil,2/14/2023,657,694,
Red Dhal,2/14/2023,343,360,
Sugar,2/14/2023,212,230,
Egg,2/14/2023,44,44,
Katta,2/14/2023,1800,2500,
Sprat (Imp),2/14/2023,1000,,
Banana (Sour),2/14/2023,220,280,
Papaw,2/14/2023,180,320,
Pineapple,2/14/2023,,350,
Apple (Imp),2/14/2023,,240,
Orange (Imp),2/14/2023,,120,
Samba,2/14/2023,205,225,
Nadu,2/14/2023,188,220,no
Kekulu (White),2/14/2023,169,195,
Kekulu (Red),2/14/2023,165,175,
Ponni Samba (Imp),2/14/2023,190,220,
Nadu,2/14/2023,177,195,no
Kekulu (White) (Imp),2/14/2023,161,185,
Kelawalla,2/14/2023,1200,1980,
Thalapath,2/14/2023,1450,2100,
Balaya,2/14/2023,650,990,
Paraw,2/14/2023,1200,2060,
Salaya,2/14/2023,280,540,
Hurulla,2/14/2023,650,,
Linna,2/14/2023,650,800,
Beans,2/13/2023,350,480,
Carrot,2/13/2023,120,200,
Cabbage,2/13/2023,40,160,
Tomato,2/13/2023,200,320,
Brinjal,2/13/2023,120,240,
Pumpkin,2/13/2023,80,140,
Snake gourd,2/13/2023,150,320,
Green Chilli,2/13/2023,250,400,
Lime,2/13/2023,80,280,
Red Onion (Local),2/13/2023,375,,
Red Onion (lmp),2/13/2023,348,480,
Big Onion (Local),2/13/2023,,,
Big Onion (Imp),2/13/2023,133,160,
Potato (Local),2/13/2023,305,360,
Potato (Imp),2/13/2023,201,240,
Dried Chilli (Imp),2/13/2023,1250,1400,
Coconut,2/13/2023,98,110,
Coconut oil,2/13/2023,657,694,
Red Dhal,2/13/2023,344,360,
Sugar,2/13/2023,213,230,
Egg,2/13/2023,43.5,44,
Katta,2/13/2023,1800,2500,
Sprat (Imp),2/13/2023,1000,,
Banana (Sour),2/13/2023,220,280,
Papaw,2/13/2023,200,320,
Pineapple,2/13/2023,,350,
Apple (Imp),2/13/2023,,240,
Orange (Imp),2/13/2023,,120,
Samba,2/13/2023,203,225,
Nadu,2/13/2023,188,220,no
Kekulu (White),2/13/2023,169,195,
Kekulu (Red),2/13/2023,169,175,
Ponni Samba (Imp),2/13/2023,190,215,
Nadu,2/13/2023,173,190,no
Kekulu (White) (Imp),2/13/2023,159,180,
Kelawalla,2/13/2023,1200,1970,
Thalapath,2/13/2023,,2200,
Balaya,2/13/2023,650,990,
Paraw,2/13/2023,,2060,
Salaya,2/13/2023,400,560,
Hurulla,2/13/2023,850,1200,
Linna,2/13/2023,620,800,
Beans,2/10/2023,450,400,
Carrot,2/10/2023,100,200,
Cabbage,2/10/2023,40,140,
Tomato,2/10/2023,230,320,
Brinjal,2/10/2023,120,200,
Pumpkin,2/10/2023,80,140,
Snake gourd,2/10/2023,150,320,
Green Chilli,2/10/2023,250,400,
Lime,2/10/2023,100,280,
Red Onion (Local),2/10/2023,375,,
Red Onion (lmp),2/10/2023,342,480,
Big Onion (Local),2/10/2023,,,
Big Onion (Imp),2/10/2023,111,140,
Potato (Local),2/10/2023,308,400,
Potato (Imp),2/10/2023,132,170,
Dried Chilli (Imp),2/10/2023,1270,1200,
Coconut,2/10/2023,98,110,
Coconut oil,2/10/2023,657,694,
Red Dhal,2/10/2023,343,380,
Sugar,2/10/2023,215,220,
Egg,2/10/2023,43.5,44,
Katta,2/10/2023,1800,2500,
Sprat (Imp),2/10/2023,1000,,
Banana (Sour),2/10/2023,220,280,
Papaw,2/10/2023,200,300,
Pineapple,2/10/2023,,350,
Apple (Imp),2/10/2023,,300,
Orange (Imp),2/10/2023,,140,
Samba,2/10/2023,205,230,
Nadu,2/10/2023,195,215,no
Kekulu (White),2/10/2023,172,195,
Kekulu (Red),2/10/2023,173,190,
Ponni Samba (Imp),2/10/2023,193,220,
Nadu,2/10/2023,173,190,no
Kekulu (White) (Imp),2/10/2023,162,185,
Kelawalla,2/10/2023,1100,1780,
Thalapath,2/10/2023,1450,2200,
Balaya,2/10/2023,700,990,
Paraw,2/10/2023,1100,1980,
Salaya,2/10/2023,400,560,
Hurulla,2/10/2023,750,990,
Linna,2/10/2023,750,900,
Beans,2/9/2023,450,480,
Carrot,2/9/2023,120,220,
Cabbage,2/9/2023,40,160,
Tomato,2/9/2023,250,380,
Brinjal,2/9/2023,120,240,
Pumpkin,2/9/2023,80,140,
Snake gourd,2/9/2023,150,320,
Green Chilli,2/9/2023,250,420,
Lime,2/9/2023,100,280,
Red Onion (Local),2/9/2023,375,,
Red Onion (lmp),2/9/2023,350,480,
Big Onion (Local),2/9/2023,,,
Big Onion (Imp),2/9/2023,106,140,
Potato (Local),2/9/2023,309,400,
Potato (Imp),2/9/2023,124,140,
Dried Chilli (Imp),2/9/2023,1260,1200,
Coconut,2/9/2023,98,110,
Coconut oil,2/9/2023,657,694,
Red Dhal,2/9/2023,343,360,
Sugar,2/9/2023,214,220,
Egg,2/9/2023,43,44,
Katta,2/9/2023,1800,2500,
Sprat (Imp),2/9/2023,1000,,
Banana (Sour),2/9/2023,220,280,
Papaw,2/9/2023,200,340,
Pineapple,2/9/2023,,400,
Apple (Imp),2/9/2023,,250,
Orange (Imp),2/9/2023,,140,
Samba,2/9/2023,207,230,
Nadu,2/9/2023,192,215,no
Kekulu (White),2/9/2023,179,195,
Kekulu (Red),2/9/2023,174,190,
Ponni Samba (Imp),2/9/2023,200,220,
Nadu,2/9/2023,177,190,no
Kekulu (White) (Imp),2/9/2023,162,185,
Kelawalla,2/9/2023,1100,1780,
Thalapath,2/9/2023,,2200,
Balaya,2/9/2023,700,,
Paraw,2/9/2023,1400,1980,
Salaya,2/9/2023,350,500,
Hurulla,2/9/2023,900,990,
Linna,2/9/2023,750,940,
Beans,2/8/2023,400,480,
Carrot,2/8/2023,120,200,
Cabbage,2/8/2023,40,160,
Tomato,2/8/2023,280,360,
Brinjal,2/8/2023,100,240,
Pumpkin,2/8/2023,80,140,
Snake gourd,2/8/2023,160,320,
Green Chilli,2/8/2023,250,400,
Lime,2/8/2023,100,280,
Red Onion (Local),2/8/2023,375,,
Red Onion (lmp),2/8/2023,383,480,
Big Onion (Local),2/8/2023,,,
Big Onion (Imp),2/8/2023,111,140,
Potato (Local),2/8/2023,308,400,
Potato (Imp),2/8/2023,118,140,
Dried Chilli (Imp),2/8/2023,1260,1200,
Coconut,2/8/2023,98,110,
Coconut oil,2/8/2023,657,694,
Red Dhal,2/8/2023,345,360,
Sugar,2/8/2023,214,220,
Egg,2/8/2023,43,44,
Katta,2/8/2023,1800,2500,
Sprat (Imp),2/8/2023,1000,,
Banana (Sour),2/8/2023,220,280,
Papaw,2/8/2023,200,340,
Pineapple,2/8/2023,,400,
Apple (Imp),2/8/2023,,250,
Orange (Imp),2/8/2023,,140,
Samba,2/8/2023,207,230,
Nadu,2/8/2023,192,215,no
Kekulu (White),2/8/2023,179,195,
Kekulu (Red),2/8/2023,178,190,
Ponni Samba (Imp),2/8/2023,198,220,
Nadu,2/8/2023,177,190,no
Kekulu (White) (Imp),2/8/2023,163,185,
Kelawalla,2/8/2023,950,1780,
Thalapath,2/8/2023,1450,2200,
Balaya,2/8/2023,,,
Paraw,2/8/2023,1500,,
Salaya,2/8/2023,360,500,
Hurulla,2/8/2023,900,,
Linna,2/8/2023,780,940,
Beans,2/7/2023,400,500,
Carrot,2/7/2023,120,240,
Cabbage,2/7/2023,40,180,
Tomato,2/7/2023,280,360,
Brinjal,2/7/2023,100,240,
Pumpkin,2/7/2023,90,160,
Snake gourd,2/7/2023,150,320,
Green Chilli,2/7/2023,200,400,
Lime,2/7/2023,90,280,
Red Onion (Local),2/7/2023,450,,
Red Onion (lmp),2/7/2023,373,480,
Big Onion (Local),2/7/2023,,,
Big Onion (Imp),2/7/2023,114,140,
Potato (Local),2/7/2023,316,420,
Potato (Imp),2/7/2023,111,140,
Dried Chilli (Imp),2/7/2023,1260,1200,
Coconut,2/7/2023,95,110,
Coconut oil,2/7/2023,657,694,
Red Dhal,2/7/2023,345,360,
Sugar,2/7/2023,213,220,
Egg,2/7/2023,43,44,
Katta,2/7/2023,1800,2500,
Sprat (Imp),2/7/2023,1000,,
Banana (Sour),2/7/2023,220,280,
Papaw,2/7/2023,200,320,
Pineapple,2/7/2023,,400,
Apple (Imp),2/7/2023,,250,
Orange (Imp),2/7/2023,,140,
Samba,2/7/2023,205,230,
Nadu,2/7/2023,188,220,no
Kekulu (White),2/7/2023,179,200,
Kekulu (Red),2/7/2023,175,190,
Ponni Samba (Imp),2/7/2023,195,220,
Nadu,2/7/2023,175,195,no
Kekulu (White) (Imp),2/7/2023,161,190,
Kelawalla,2/7/2023,1200,1750,
Thalapath,2/7/2023,1500,2200,
Balaya,2/7/2023,750,,
Paraw,2/7/2023,,1960,
Salaya,2/7/2023,400,450,
Hurulla,2/7/2023,900,1160,
Linna,2/7/2023,950,1100,
Beans,2/6/2023,400,520,
Carrot,2/6/2023,140,240,
Cabbage,2/6/2023,40,180,
Tomato,2/6/2023,280,360,
Brinjal,2/6/2023,120,240,
Pumpkin,2/6/2023,90,160,
Snake gourd,2/6/2023,150,320,
Green Chilli,2/6/2023,300,400,
Lime,2/6/2023,100,280,
Red Onion (Local),2/6/2023,450,,
Red Onion (lmp),2/6/2023,368,480,
Big Onion (Local),2/6/2023,,,
Big Onion (Imp),2/6/2023,109,160,
Potato (Local),2/6/2023,307,400,
Potato (Imp),2/6/2023,107,140,
Dried Chilli (Imp),2/6/2023,1260,1400,
Coconut,2/6/2023,95,110,
Coconut oil,2/6/2023,657,694,
Red Dhal,2/6/2023,347,360,
Sugar,2/6/2023,211,220,
Egg,2/6/2023,43,44,
Katta,2/6/2023,1800,2700,
Sprat (Imp),2/6/2023,1000,1600,
Banana (Sour),2/6/2023,220,280,
Papaw,2/6/2023,200,320,
Pineapple,2/6/2023,,400,
Apple (Imp),2/6/2023,,250,
Orange (Imp),2/6/2023,,140,
Samba,2/6/2023,205,230,
Nadu,2/6/2023,188,220,no
Kekulu (White),2/6/2023,183,200,
Kekulu (Red),2/6/2023,179,190,
Ponni Samba (Imp),2/6/2023,185,220,
Nadu,2/6/2023,175,195,no
Kekulu (White) (Imp),2/6/2023,162,190,
Kelawalla,2/6/2023,1100,,
Thalapath,2/6/2023,1400,2200,
Balaya,2/6/2023,,,
Paraw,2/6/2023,,1980,
Salaya,2/6/2023,240,400,
Hurulla,2/6/2023,,,
Linna,2/6/2023,,,
Beans,2/3/2023,400,520,
Carrot,2/3/2023,120,160,
Cabbage,2/3/2023,40,160,
Tomato,2/3/2023,250,280,
Brinjal,2/3/2023,100,200,
Pumpkin,2/3/2023,90,160,
Snake gourd,2/3/2023,200,360,
Green Chilli,2/3/2023,300,400,
Lime,2/3/2023,100,280,
Red Onion (Local),2/3/2023,450,,
Red Onion (lmp),2/3/2023,370,480,
Big Onion (Local),2/3/2023,,,
Big Onion (Imp),2/3/2023,121,170,
Potato (Local),2/3/2023,332,400,
Potato (Imp),2/3/2023,109,150,
Dried Chilli (Imp),2/3/2023,1242,1200,
Coconut,2/3/2023,95,110,
Coconut oil,2/3/2023,657,694,
Red Dhal,2/3/2023,347,380,
Sugar,2/3/2023,210,220,
Egg,2/3/2023,43,44,
Katta,2/3/2023,1800,2700,
Sprat (Imp),2/3/2023,1000,1600,
Banana (Sour),2/3/2023,200,280,
Papaw,2/3/2023,200,320,
Pineapple,2/3/2023,,400,
Apple (Imp),2/3/2023,,230,
Orange (Imp),2/3/2023,,140,
Samba,2/3/2023,205,230,
Nadu,2/3/2023,192,220,no
Kekulu (White),2/3/2023,180,210,
Kekulu (Red),2/3/2023,178,200,
Ponni Samba (Imp),2/3/2023,185,220,
Nadu,2/3/2023,175,190,no
Kekulu (White) (Imp),2/3/2023,160,185,
Kelawalla,2/3/2023,950,1500,
Thalapath,2/3/2023,1375,2100,
Balaya,2/3/2023,625,860,
Paraw,2/3/2023,1200,,
Salaya,2/3/2023,550,600,
Hurulla,2/3/2023,750,,
Linna,2/3/2023,850,980,
Beans,2/2/2023,350,480,
Carrot,2/2/2023,120,160,
Cabbage,2/2/2023,40,160,
Tomato,2/2/2023,200,280,
Brinjal,2/2/2023,100,240,
Pumpkin,2/2/2023,90,160,
Snake gourd,2/2/2023,200,360,
Green Chilli,2/2/2023,250,400,
Lime,2/2/2023,80,280,
Red Onion (Local),2/2/2023,450,,
Red Onion (lmp),2/2/2023,377,480,
Big Onion (Local),2/2/2023,,,
Big Onion (Imp),2/2/2023,121,160,
Potato (Local),2/2/2023,338,400,
Potato (Imp),2/2/2023,104,140,
Dried Chilli (Imp),2/2/2023,1260,1200,
Coconut,2/2/2023,95,110,
Coconut oil,2/2/2023,657,694,
Red Dhal,2/2/2023,343,380,
Sugar,2/2/2023,209,220,
Egg,2/2/2023,43,44,
Katta,2/2/2023,1800,2700,
Sprat (Imp),2/2/2023,1000,1600,
Banana (Sour),2/2/2023,200,280,
Papaw,2/2/2023,200,320,
Pineapple,2/2/2023,,400,
Apple (Imp),2/2/2023,,230,
Orange (Imp),2/2/2023,,140,
Samba,2/2/2023,205,230,
Nadu,2/2/2023,192,220,no
Kekulu (White),2/2/2023,180,210,
Kekulu (Red),2/2/2023,176,200,
Ponni Samba (Imp),2/2/2023,185,220,
Nadu,2/2/2023,175,190,no
Kekulu (White) (Imp),2/2/2023,163,185,
Kelawalla,2/2/2023,950,1900,
Thalapath,2/2/2023,1500,2100,
Balaya,2/2/2023,600,840,
Paraw,2/2/2023,1300,,
Salaya,2/2/2023,480,680,
Hurulla,2/2/2023,900,1040,
Linna,2/2/2023,830,960,
Beans,2/1/2023,300,400,
Carrot,2/1/2023,120,200,
Cabbage,2/1/2023,60,160,
Tomato,2/1/2023,160,240,
Brinjal,2/1/2023,130,240,
Pumpkin,2/1/2023,90,160,
Snake gourd,2/1/2023,180,360,
Green Chilli,2/1/2023,200,400,
Lime,2/1/2023,80,280,
Red Onion (Local),2/1/2023,475,,
Red Onion (lmp),2/1/2023,372,480,
Big Onion (Local),2/1/2023,,,
Big Onion (Imp),2/1/2023,129,160,
Potato (Local),2/1/2023,333,400,
Potato (Imp),2/1/2023,113,140,
Dried Chilli (Imp),2/1/2023,1290,1480,
Coconut,2/1/2023,98,110,
Coconut oil,2/1/2023,657,694,
Red Dhal,2/1/2023,348,380,
Sugar,2/1/2023,209,215,
Egg,2/1/2023,43,44,
Katta,2/1/2023,1800,2700,
Sprat (Imp),2/1/2023,1000,1600,
Banana (Sour),2/1/2023,200,280,
Papaw,2/1/2023,240,320,
Pineapple,2/1/2023,,400,
Apple (Imp),2/1/2023,,230,
Orange (Imp),2/1/2023,,140,
Samba,2/1/2023,208,230,
Nadu,2/1/2023,192,220,no
Kekulu (White),2/1/2023,185,210,
Kekulu (Red),2/1/2023,181,200,
Ponni Samba (Imp),2/1/2023,198,220,
Nadu,2/1/2023,177,190,no
Kekulu (White) (Imp),2/1/2023,162,185,
Kelawalla,2/1/2023,1200,1930,
Thalapath,2/1/2023,1500,2200,
Balaya,2/1/2023,550,860,
Paraw,2/1/2023,1200,,
Salaya,2/1/2023,500,680,
Hurulla,2/1/2023,,,
Linna,2/1/2023,800,960,
Beans,1/31/2023,300,480,
Carrot,1/31/2023,150,200,
Cabbage,1/31/2023,60,160,
Tomato,1/31/2023,140,240,
Brinjal,1/31/2023,150,240,
Pumpkin,1/31/2023,90,160,
Snake gourd,1/31/2023,180,360,
Green Chilli,1/31/2023,250,400,
Lime,1/31/2023,80,280,
Red Onion (Local),1/31/2023,475,,
Red Onion (lmp),1/31/2023,368,580,
Big Onion (Local),1/31/2023,,,
Big Onion (Imp),1/31/2023,130,160,
Potato (Local),1/31/2023,324,420,
Potato (Imp),1/31/2023,106,140,
Dried Chilli (Imp),1/31/2023,1290,1480,
Coconut,1/31/2023,98,110,
Coconut oil,1/31/2023,657,694,
Red Dhal,1/31/2023,347,380,
Sugar,1/31/2023,209,215,
Egg,1/31/2023,43,44,
Katta,1/31/2023,1800,2700,
Sprat (Imp),1/31/2023,1000,1600,
Banana (Sour),1/31/2023,200,320,
Papaw,1/31/2023,240,340,
Pineapple,1/31/2023,,450,
Apple (Imp),1/31/2023,,180,
Orange (Imp),1/31/2023,,140,
Samba,1/31/2023,208,230,
Nadu,1/31/2023,192,220,no
Kekulu (White),1/31/2023,185,210,
Kekulu (Red),1/31/2023,183,210,
Ponni Samba (Imp),1/31/2023,198,220,
Nadu,1/31/2023,177,195,no
Kekulu (White) (Imp),1/31/2023,163,195,
Kelawalla,1/31/2023,1000,1930,
Thalapath,1/31/2023,1500,2200,
Balaya,1/31/2023,700,900,
Paraw,1/31/2023,1000,,
Salaya,1/31/2023,380,600,
Hurulla,1/31/2023,900,1100,
Linna,1/31/2023,700,890,
Beans,1/30/2023,300,520,
Carrot,1/30/2023,150,240,
Cabbage,1/30/2023,60,180,
Tomato,1/30/2023,140,240,
Brinjal,1/30/2023,150,320,
Pumpkin,1/30/2023,100,180,
Snake gourd,1/30/2023,180,360,
Green Chilli,1/30/2023,250,400,
Lime,1/30/2023,70,280,
Red Onion (Local),1/30/2023,475,,
Red Onion (lmp),1/30/2023,386,600,
Big Onion (Local),1/30/2023,,,
Big Onion (Imp),1/30/2023,134,160,
Potato (Local),1/30/2023,322,480,
Potato (Imp),1/30/2023,103,140,
Dried Chilli (Imp),1/30/2023,1294,1460,
Coconut,1/30/2023,98,110,
Coconut oil,1/30/2023,658,694,
Red Dhal,1/30/2023,350,380,
Sugar,1/30/2023,210,215,
Egg,1/30/2023,43,44,
Katta,1/30/2023,1800,2700,
Sprat (Imp),1/30/2023,1000,1600,
Banana (Sour),1/30/2023,200,300,
Papaw,1/30/2023,240,300,
Pineapple,1/30/2023,,400,
Apple (Imp),1/30/2023,,250,
Orange (Imp),1/30/2023,,140,
Samba,1/30/2023,208,230,
Nadu,1/30/2023,192,220,no
Kekulu (White),1/30/2023,185,210,
Kekulu (Red),1/30/2023,183,210,
Ponni Samba (Imp),1/30/2023,198,220,
Nadu,1/30/2023,177,190,no
Kekulu (White) (Imp),1/30/2023,165,190,
Kelawalla,1/30/2023,1100,1930,
Thalapath,1/30/2023,1500,2200,
Balaya,1/30/2023,480,900,
Paraw,1/30/2023,1100,1590,
Salaya,1/30/2023,460,600,
Hurulla,1/30/2023,,900,
Linna,1/30/2023,650,920,
Beans,1/27/2023,350,520,
Carrot,1/27/2023,150,260,
Cabbage,1/27/2023,70,200,
Tomato,1/27/2023,140,240,
Brinjal,1/27/2023,150,360,
Pumpkin,1/27/2023,100,180,
Snake gourd,1/27/2023,200,400,
Green Chilli,1/27/2023,300,400,
Lime,1/27/2023,75,280,
Red Onion (Local),1/27/2023,475,,
Red Onion (lmp),1/27/2023,391,580,
Big Onion (Local),1/27/2023,,,
Big Onion (Imp),1/27/2023,134,160,
Potato (Local),1/27/2023,350,480,
Potato (Imp),1/27/2023,103,140,
Dried Chilli (Imp),1/27/2023,1306,1480,
Coconut,1/27/2023,95,110,
Coconut oil,1/27/2023,659,694,
Red Dhal,1/27/2023,352,380,
Sugar,1/27/2023,209,215,
Egg,1/27/2023,43,44,
Katta,1/27/2023,1800,2700,
Sprat (Imp),1/27/2023,1000,1600,
Banana (Sour),1/27/2023,220,320,
Papaw,1/27/2023,240,340,
Pineapple,1/27/2023,,450,
Apple (Imp),1/27/2023,,180,
Orange (Imp),1/27/2023,,140,
Samba,1/27/2023,204,230,
Nadu,1/27/2023,193,220,no
Kekulu (White),1/27/2023,188,210,
Kekulu (Red),1/27/2023,190,210,
Ponni Samba (Imp),1/27/2023,202,220,
Nadu,1/27/2023,177,195,no
Kekulu (White) (Imp),1/27/2023,167,195,
Kelawalla,1/27/2023,1200,1820,
Thalapath,1/27/2023,1600,2200,
Balaya,1/27/2023,550,990,
Paraw,1/27/2023,1200,1700,
Salaya,1/27/2023,350,480,
Hurulla,1/27/2023,900,1100,
Linna,1/27/2023,850,990,
Beans,1/26/2023,300,520,
Carrot,1/26/2023,150,240,
Cabbage,1/26/2023,60,200,
Tomato,1/26/2023,140,240,
Brinjal,1/26/2023,150,360,
Pumpkin,1/26/2023,100,180,
Snake gourd,1/26/2023,180,400,
Green Chilli,1/26/2023,300,400,
Lime,1/26/2023,75,280,
Red Onion (Local),1/26/2023,475,,
Red Onion (lmp),1/26/2023,380,600,
Big Onion (Local),1/26/2023,,,
Big Onion (Imp),1/26/2023,135,160,
Potato (Local),1/26/2023,355,480,
Potato (Imp),1/26/2023,104,140,
Dried Chilli (Imp),1/26/2023,1302,1480,
Coconut,1/26/2023,95,110,
Coconut oil,1/26/2023,659,694,
Red Dhal,1/26/2023,352,380,
Sugar,1/26/2023,209,215,
Egg,1/26/2023,43,44,
Katta,1/26/2023,1800,2700,
Sprat (Imp),1/26/2023,1000,1600,
Banana (Sour),1/26/2023,220,320,
Papaw,1/26/2023,240,340,
Pineapple,1/26/2023,,450,
Apple (Imp),1/26/2023,,180,
Orange (Imp),1/26/2023,,140,
Samba,1/26/2023,204,230,
Nadu,1/26/2023,193,220,no
Kekulu (White),1/26/2023,187,210,
Kekulu (Red),1/26/2023,187,210,
Ponni Samba (Imp),1/26/2023,202,220,
Nadu,1/26/2023,173,195,no
Kekulu (White) (Imp),1/26/2023,167,195,
Kelawalla,1/26/2023,1100,1820,
Thalapath,1/26/2023,,2200,
Balaya,1/26/2023,800,990,
Paraw,1/26/2023,,,
Salaya,1/26/2023,,400,
Hurulla,1/26/2023,900,1100,
Linna,1/26/2023,900,960,
Beans,1/25/2023,300,560,
Carrot,1/25/2023,150,240,
Cabbage,1/25/2023,60,180,
Tomato,1/25/2023,120,200,
Brinjal,1/25/2023,150,360,
Pumpkin,1/25/2023,100,180,
Snake gourd,1/25/2023,180,360,
Green Chilli,1/25/2023,250,400,
